V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11
0.014032357,0.011528707,0.010901706,0.012434927,0.012305582,0.012452172,0.012219856,0.012270816,0.01245076,0.008617297,0.007204562
0.020827965,0.019019148,0.017259007,0.016037518,0.016310251,0.016093476,0.015789959,0.015718504,0.015356416,0.014729609,0.01637514
0.039834787,0.034474827,0.033510002,0.035070722,0.034580105,0.033847074,0.033501647,0.033301502,0.033772422,0.022744385,0.024143734
0.040090922,0.03387101,0.032771913,0.032975385,0.032546132,0.031930542,0.03150492,0.03129027,0.031705484,0.023526113,0.022822215
0.025263795,0.020921661,0.018978811,0.019641123,0.019323571,0.019858794,0.019375843,0.019105613,0.019493393,0.015530727,0.015427596
0.015683309,0.013690062,0.01080733,0.009905779,0.009975964,0.009922649,0.00980288,0.009597956,0.009464037,0.011463793,0.011710518
0.029228795,0.024016685,0.027057958,0.029675619,0.02919483,0.028823344,0.028573858,0.028394696,0.028788637,0.016732335,0.020745733
0.030507581,0.024001257,0.026132743,0.026428767,0.026214303,0.025652289,0.025203438,0.025091845,0.025571505,0.016513315,0.018806541
