V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11
0.88,0.959653795,0.933901465,0.877896138,0.859014647,0.905805593,0.896750999,0.911557923,0.894993342,0.968255659,0.958375499
0.947030626,0.940985353,0.96436751,0.949027963,0.938295606,0.946311585,0.938189081,0.936617843,0.959201065,0.915153129,0.911691079
0.8836751,0.941011984,0.875605859,0.91976032,0.934300932,0.910093209,0.921677763,0.931984021,0.902183755,0.959174434,0.922849534
0.899467377,0.941544607,0.887403462,0.925619174,0.939866844,0.93930759,0.924021305,0.930519308,0.926284953,0.959707057,0.935153129
0.874620506,0.931131824,0.925326232,0.897976032,0.897549933,0.914993342,0.938055925,0.921810919,0.933315579,0.943435419,0.912596538
0.904793609,0.946498003,0.946071904,0.944101198,0.954806924,0.951078562,0.952623169,0.956458056,0.951185087,0.880772304,0.881651132
0.925486019,0.921651132,0.823648469,0.824926764,0.841757656,0.835818908,0.826178429,0.826471372,0.804181092,0.958375499,0.898482024
0.933635153,0.922130493,0.855233023,0.902476698,0.902636485,0.865725699,0.902822903,0.904900133,0.901917443,0.95770972,0.920026631
